35_search-insert-position	二分搜索
2614_maximum-count-of-positive-integer-and-negative-integer	二分搜索
2469_longest-subsequence-with-limited-sum	二分搜索
34_find-first-and-last-position-of-element-in-sorted-array	二分搜索
745_find-smallest-letter-greater-than-target	二分搜索
658_find-k-closest-elements	二分搜索
1102_check-if-a-number-is-majority-element-in-a-sorted-array	二分搜索
792_binary-search	二分搜索
747_min-cost-climbing-stairs	动态规划
70_climbing-stairs	动态规划
3731_sum-of-variable-length-subarrays	前缀和与差分
303_range-sum-query-immutable	前缀和与差分
3644_minimum-positive-sum-subarray	前缀和与差分
496_next-greater-element-i	单调栈
1570_final-prices-with-a-special-discount-in-a-shop	单调栈
3517_shortest-distance-after-road-addition-queries-i	图论
323_number-of-connected-components-in-an-undirected-graph	图论
547_number-of-provinces	图论
2582_minimum-score-of-a-path-between-two-cities	图论
433_minimum-genetic-mutation	图论
261_graph-valid-tree	图论
1436_get-watched-videos-by-your-friends	图论
2121_find-if-path-exists-in-graph	图论
207_course-schedule	图论
3271_count-the-number-of-houses-at-a-certain-distance-i	图论
3381_shortest-subarray-with-or-at-least-k-i	滑动窗口
567_permutation-in-string	滑动窗口
2463_minimum-recolors-to-get-k-consecutive-black-blocks	滑动窗口
3193_maximum-strong-pair-xor-i	滑动窗口
643_maximum-average-subarray-i	滑动窗口
1430_find-the-k-beauty-of-a-number	滑动窗口
1755_defuse-the-bomb	滑动窗口
1280_diet-plan-performance	滑动窗口
3463_alternating-groups-i	滑动窗口
1065_binary-string-with-substrings-representing-1-to-n	滑动窗口
1073_number-of-enclaves	BFS
200_number-of-islands	BFS
305_number-of-islands-ii	BFS
1380_number-of-closed-islands	BFS
695_max-area-of-island	BFS
854_making-a-large-island	BFS
463_island-perimeter	BFS
2035_count-sub-islands	BFS
1341_split-a-string-in-balanced-strings	贪心
506_relative-ranks	贪心
2345_minimum-number-of-operations-to-convert-time	贪心
2154_minimum-moves-to-convert-string	贪心
2148_minimum-number-of-moves-to-seat-everyone	贪心
3691_minimum-operations-to-make-columns-strictly-increasing	贪心
2088_minimum-time-to-type-word-using-special-typewriter	贪心
3226_minimum-number-game	贪心
1938_minimum-operations-to-make-the-array-increasing	贪心
1519_minimum-subsequence-in-non-increasing-order	贪心
3871_minimum-deletions-for-at-most-k-distinct-characters	贪心
1829_maximum-units-on-a-truck	贪心
1574_maximum-product-of-two-elements-in-an-array	贪心
2248_minimum-cost-of-buying-candies-with-discount	贪心
2112_minimum-difference-between-highest-and-lowest-of-k-scores	贪心
2412_minimum-amount-of-time-to-fill-cups	贪心
1047_maximize-sum-of-array-after-k-negations	贪心
1858_latest-time-by-replacing-hidden-digits	贪心
2327_largest-number-after-digit-swaps-by-parity	贪心
1141_how-many-apples-can-you-put-into-the-basket	贪心
1074_high-five	贪心
3610_find-x-sum-of-all-k-long-subarrays-i	贪心
2204_find-subsequence-of-length-k-with-the-largest-sum	贪心
605_can-place-flowers	贪心
455_assign-cookies	贪心
561_array-partition	贪心
3334_apple-redistribution-into-boxes	贪心
3368_winner-of-the-linked-list-game	链表双指针
24_swap-nodes-in-pairs	链表双指针
148_sort-list	链表双指针
92_reverse-linked-list-ii	链表双指针
83_remove-duplicates-from-sorted-list	链表双指针
19_remove-nth-node-from-end-of-list	链表双指针
203_remove-linked-list-elements	链表双指针
206_reverse-linked-list	链表双指针
82_remove-duplicates-from-sorted-list-ii	链表双指针
61_rotate-list	链表双指针
1982_remove-duplicates-from-an-unsorted-linked-list	链表双指针
143_reorder-list	链表双指针
234_palindrome-linked-list	链表双指针
86_partition-list	链表双指针
3773_minimum-pair-removal-to-sort-array-i	链表双指针
21_merge-two-sorted-lists	链表双指针
908_middle-of-the-linked-list	链表双指针
142_linked-list-cycle-ii	链表双指针
3359_linked-list-frequency	链表双指针
141_linked-list-cycle	链表双指针
160_intersection-of-two-linked-lists	链表双指针
147_insertion-sort-list	链表双指针
237_delete-node-in-a-linked-list	链表双指针
1618_delete-n-nodes-after-m-nodes-of-a-linked-list	链表双指针
3577_convert-doubly-linked-list-to-array-i	链表双指针
138_copy-list-with-random-pointer	链表双指针
1411_convert-binary-number-in-a-linked-list-to-integer	链表双指针
445_add-two-numbers-ii	链表双指针
2_add-two-numbers	链表双指针
399_evaluate-division	并查集
310_minimum-height-trees	二叉树
133_clone-graph	二叉树
1083_two-sum-less-than-k	数组双指针
167_two-sum-ii-input-array-is-sorted	数组双指针
1019_squares-of-a-sorted-array	数组双指针
1730_special-array-with-x-elements-greater-than-or-equal-x	数组双指针
958_sort-array-by-parity-ii	数组双指针
941_sort-array-by-parity	数组双指针
2128_reverse-prefix-of-word	数组双指针
26_remove-duplicates-from-sorted-array	数组双指针
27_remove-element	数组双指针
240_search-a-2d-matrix-ii	数组双指针
283_move-zeroes	数组双指针
3471_minimum-average-of-smallest-and-largest-elements	数组双指针
3997_maximize-sum-of-at-most-k-distinct-elements	数组双指针
485_max-consecutive-ones	数组双指针
2602_maximum-enemy-forts-that-can-be-captured	数组双指针
2436_make-array-zero-by-subtracting-equal-amounts	数组双指针
1018_largest-perimeter-triangle	数组双指针
349_intersection-of-two-arrays	数组双指针
861_flipping-an-image	数组双指针
436_find-right-interval	数组双指针
2210_find-target-indices-after-sorting-array	数组双指针
3165_find-indices-with-index-and-value-difference-i	数组双指针
2698_find-the-array-concatenation-value	数组双指针
2320_find-all-k-distant-indices-in-an-array	数组双指针
924_fair-candy-swap	数组双指针
3965_earliest-finish-time-for-land-and-water-rides-i	数组双指针
1168_duplicate-zeros	数组双指针
2756_buy-two-chocolates	数组双指针
1476_count-negative-numbers-in-a-sorted-matrix	数组双指针
1468_check-if-n-and-its-double-exist	数组双指针
2917_count-pairs-whose-sum-is-less-than-target	数组双指针
2551_apply-operations-to-an-array	数组双指针
680_valid-palindrome-ii	贪心
2337_remove-digit-from-number-to-maximize-result	贪心
266_palindrome-permutation	贪心
3275_minimum-number-of-pushes-to-type-word-i	贪心
3055_maximum-odd-binary-number	贪心
2704_maximum-difference-by-remapping-a-digit	贪心
1448_maximum-69-number	贪心
409_longest-palindrome	贪心
2816_lexicographically-smallest-palindrome	贪心
3484_lexicographically-smallest-string-after-a-swap	贪心
744_network-delay-time	图论
3627_find-minimum-time-to-reach-last-room-i	图论
1558_course-schedule-iv	图论
20_valid-parentheses	栈与队列
1078_remove-outermost-parentheses	栈与队列
1128_remove-all-adjacent-duplicates-in-string	栈与队列
1802_number-of-students-unable-to-eat-lunch	栈与队列
2800_minimum-string-length-after-removing-substrings	栈与队列
1737_maximum-nesting-depth-of-the-parentheses	栈与队列
1666_make-the-string-great	栈与队列
1720_crawler-log-folder	栈与队列
3447_clear-digits	栈与队列
874_backspace-string-compare	栈与队列
682_baseball-game	栈与队列
290_word-pattern	滑动窗口
1987_substrings-of-size-three-with-distinct-characters	滑动窗口
713_subarray-product-less-than-k	滑动窗口
209_minimum-size-subarray-sum	滑动窗口
3349_maximum-length-substring-with-two-occurrences	滑动窗口
395_longest-substring-with-at-least-k-repeating-characters	滑动窗口
487_max-consecutive-ones-ii	滑动窗口
1046_max-consecutive-ones-iii	滑动窗口
3_longest-substring-without-repeating-characters	滑动窗口
340_longest-substring-with-at-most-k-distinct-characters	滑动窗口
159_longest-substring-with-at-most-two-distinct-characters	滑动窗口
424_longest-repeating-character-replacement	滑动窗口
1873_longest-nice-substring	滑动窗口
940_fruit-into-baskets	滑动窗口
438_find-all-anagrams-in-a-string	滑动窗口
3543_count-substrings-that-satisfy-k-constraint-i	滑动窗口
966_binary-subarrays-with-sum	滑动窗口
475_heaters	二分搜索
275_h-index-ii	二分搜索
98_validate-binary-search-tree	二叉树
1005_univalued-binary-tree	二叉树
653_two-sum-iv-input-is-a-bst	二叉树
572_subtree-of-another-tree	二叉树
129_sum-root-to-leaf-numbers	二叉树
1079_sum-of-root-to-leaf-binary-numbers	二叉树
404_sum-of-left-leaves	二叉树
101_symmetric-tree	二叉树
2384_root-equals-sum-of-children	二叉树
783_search-in-a-binary-search-tree	二叉树
671_second-minimum-node-in-a-binary-tree	二叉树
100_same-tree	二叉树
117_populating-next-right-pointers-in-each-node-ii	二叉树
113_path-sum-ii	二叉树
112_path-sum	二叉树
99_recover-binary-search-tree	二叉树
975_range-sum-of-bst	二叉树
116_populating-next-right-pointers-in-each-node	二叉树
776_n-ary-tree-postorder-traversal	二叉树
775_n-ary-tree-preorder-traversal	二叉树
530_minimum-absolute-difference-in-bst	二叉树
799_minimum-distance-between-bst-nodes	二叉树
111_minimum-depth-of-binary-tree	二叉树
617_merge-two-binary-trees	二叉树
774_maximum-depth-of-n-ary-tree	二叉树
236_lowest-common-ancestor-of-a-binary-tree	二叉树
104_maximum-depth-of-binary-tree	二叉树
235_lowest-common-ancestor-of-a-binary-search-tree	二叉树
904_leaf-similar-trees	二叉树
230_kth-smallest-element-in-a-bst	二叉树
933_increasing-order-search-tree	二叉树
226_invert-binary-tree	二叉树
114_flatten-binary-tree-to-linked-list	二叉树
501_find-mode-in-binary-search-tree	二叉树
1609_find-all-the-lonely-nodes	二叉树
1498_find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree	二叉树
2843_extract-kth-character-from-the-rope-tree	二叉树
